States,Year,CAUSE,Male,Female,Total,Lat,Long
MEGHALAYA,2011,Truck/Lorry (Government),4,0,4,25.57049217,91.8800142
MEGHALAYA,2011,Truck/Lorry (Private),93,1,94,25.57049217,91.8800142
MEGHALAYA,2011,Bus (Government),1,1,2,25.57049217,91.8800142
MEGHALAYA,2011,Bus (Private),13,5,18,25.57049217,91.8800142
MEGHALAYA,2011,Tempo/Vans (Government),2,0,2,25.57049217,91.8800142
MEGHALAYA,2011,Tempo/Vans (Private),13,1,14,25.57049217,91.8800142
MEGHALAYA,2011,Jeep (Government),2,0,2,25.57049217,91.8800142
MEGHALAYA,2011,Jeep (Private),4,0,4,25.57049217,91.8800142
MEGHALAYA,2011,Car (Government),2,0,2,25.57049217,91.8800142
MEGHALAYA,2011,Car (Private),22,4,26,25.57049217,91.8800142
MEGHALAYA,2011,Three Wheeler,3,4,7,25.57049217,91.8800142
MEGHALAYA,2011,Two Wheeler,20,2,22,25.57049217,91.8800142
MEGHALAYA,2011,Bicycle,0,0,0,25.57049217,91.8800142
MEGHALAYA,2011,Pedestrian,15,4,19,25.57049217,91.8800142
MEGHALAYA,2011,Others (Please Specify),8,5,13,25.57049217,91.8800142
MEGHALAYA,2012,Truck/Lorry (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2012,Truck/Lorry (Private),62,9,71,25.57049217,91.8800142
MEGHALAYA,2012,Bus (Government),0,0,0,25.57049217,91.8800142
MEGHALAYA,2012,Bus (Private),48,2,50,25.57049217,91.8800142
MEGHALAYA,2012,Tempo/Vans (Government),1,0,1,25.57049217,91.8800142
MEGHALAYA,2012,Tempo/Vans (Private),5,2,7,25.57049217,91.8800142
MEGHALAYA,2012,Jeep (Government),10,0,10,25.57049217,91.8800142
MEGHALAYA,2012,Jeep (Private),3,0,3,25.57049217,91.8800142
MEGHALAYA,2012,Car (Government),7,3,10,25.57049217,91.8800142
MEGHALAYA,2012,Car (Private),7,1,8,25.57049217,91.8800142
MEGHALAYA,2012,Three Wheeler,10,4,14,25.57049217,91.8800142
MEGHALAYA,2012,Two Wheeler,22,3,25,25.57049217,91.8800142
MEGHALAYA,2012,Bicycle,0,0,0,25.57049217,91.8800142
MEGHALAYA,2012,Pedestrian,0,1,1,25.57049217,91.8800142
MEGHALAYA,2012,Others (Please Specify),11,2,13,25.57049217,91.8800142
MIZORAM,2001,Truck/Lorry (Government),1,0,1,23.71039899,92.72001461
MIZORAM,2001,Truck/Lorry (Private),19,5,24,23.71039899,92.72001461
MIZORAM,2001,Bus (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2001,Bus (Private),20,8,28,23.71039899,92.72001461
MIZORAM,2001,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2001,Tempo/Vans (Private),7,1,8,23.71039899,92.72001461
MIZORAM,2001,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2001,Jeep (Private),3,2,5,23.71039899,92.72001461
MIZORAM,2001,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2001,Car (Private),0,0,0,23.71039899,92.72001461
MIZORAM,2001,Three Wheeler,0,0,0,23.71039899,92.72001461
MIZORAM,2001,Two Wheeler,1,0,1,23.71039899,92.72001461
MIZORAM,2001,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2001,Pedestrian,0,0,0,23.71039899,92.72001461
MIZORAM,2001,Others (Please Specify),0,0,0,23.71039899,92.72001461
MIZORAM,2002,Truck/Lorry (Government),1,0,1,23.71039899,92.72001461
MIZORAM,2002,Truck/Lorry (Private),16,2,18,23.71039899,92.72001461
MIZORAM,2002,Bus (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2002,Bus (Private),4,1,5,23.71039899,92.72001461
MIZORAM,2002,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2002,Tempo/Vans (Private),0,0,0,23.71039899,92.72001461
MIZORAM,2002,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2002,Jeep (Private),5,3,8,23.71039899,92.72001461
MIZORAM,2002,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2002,Car (Private),1,0,1,23.71039899,92.72001461
MIZORAM,2002,Three Wheeler,3,2,5,23.71039899,92.72001461
MIZORAM,2002,Two Wheeler,3,0,3,23.71039899,92.72001461
MIZORAM,2002,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2002,Pedestrian,1,0,1,23.71039899,92.72001461
MIZORAM,2002,Others (Please Specify),7,1,8,23.71039899,92.72001461
MIZORAM,2003,Truck/Lorry (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2003,Truck/Lorry (Private),36,7,43,23.71039899,92.72001461
MIZORAM,2003,Bus (Government),3,0,3,23.71039899,92.72001461
MIZORAM,2003,Bus (Private),3,0,3,23.71039899,92.72001461
MIZORAM,2003,Tempo/Vans (Government),1,0,1,23.71039899,92.72001461
MIZORAM,2003,Tempo/Vans (Private),1,0,1,23.71039899,92.72001461
MIZORAM,2003,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2003,Jeep (Private),5,0,5,23.71039899,92.72001461
MIZORAM,2003,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2003,Car (Private),6,4,10,23.71039899,92.72001461
MIZORAM,2003,Three Wheeler,4,0,4,23.71039899,92.72001461
MIZORAM,2003,Two Wheeler,4,1,5,23.71039899,92.72001461
MIZORAM,2003,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2003,Pedestrian,0,0,0,23.71039899,92.72001461
MIZORAM,2003,Others (Please Specify),0,1,1,23.71039899,92.72001461
MIZORAM,2004,Truck/Lorry (Government),3,0,3,23.71039899,92.72001461
MIZORAM,2004,Truck/Lorry (Private),14,5,19,23.71039899,92.72001461
MIZORAM,2004,Bus (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2004,Bus (Private),5,3,8,23.71039899,92.72001461
MIZORAM,2004,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2004,Tempo/Vans (Private),0,0,0,23.71039899,92.72001461
MIZORAM,2004,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2004,Jeep (Private),4,4,8,23.71039899,92.72001461
MIZORAM,2004,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2004,Car (Private),3,3,6,23.71039899,92.72001461
MIZORAM,2004,Three Wheeler,4,2,6,23.71039899,92.72001461
MIZORAM,2004,Two Wheeler,4,2,6,23.71039899,92.72001461
MIZORAM,2004,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2004,Pedestrian,0,0,0,23.71039899,92.72001461
MIZORAM,2004,Others (Please Specify),9,2,11,23.71039899,92.72001461
MIZORAM,2005,Truck/Lorry (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2005,Truck/Lorry (Private),15,6,21,23.71039899,92.72001461
MIZORAM,2005,Bus (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2005,Bus (Private),2,1,3,23.71039899,92.72001461
MIZORAM,2005,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2005,Tempo/Vans (Private),3,1,4,23.71039899,92.72001461
MIZORAM,2005,Jeep (Government),1,0,1,23.71039899,92.72001461
MIZORAM,2005,Jeep (Private),6,3,9,23.71039899,92.72001461
MIZORAM,2005,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2005,Car (Private),1,0,1,23.71039899,92.72001461
MIZORAM,2005,Three Wheeler,0,0,0,23.71039899,92.72001461
MIZORAM,2005,Two Wheeler,7,2,9,23.71039899,92.72001461
MIZORAM,2005,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2005,Pedestrian,0,0,0,23.71039899,92.72001461
MIZORAM,2005,Others (Please Specify),4,0,4,23.71039899,92.72001461
MIZORAM,2006,Truck/Lorry (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2006,Truck/Lorry (Private),18,1,19,23.71039899,92.72001461
MIZORAM,2006,Bus (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2006,Bus (Private),10,3,13,23.71039899,92.72001461
MIZORAM,2006,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2006,Tempo/Vans (Private),4,1,5,23.71039899,92.72001461
MIZORAM,2006,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2006,Jeep (Private),7,1,8,23.71039899,92.72001461
MIZORAM,2006,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2006,Car (Private),1,1,2,23.71039899,92.72001461
MIZORAM,2006,Three Wheeler,0,0,0,23.71039899,92.72001461
MIZORAM,2006,Two Wheeler,8,1,9,23.71039899,92.72001461
MIZORAM,2006,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2006,Pedestrian,0,0,0,23.71039899,92.72001461
MIZORAM,2006,Others (Please Specify),8,0,8,23.71039899,92.72001461
MIZORAM,2007,Truck/Lorry (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2007,Truck/Lorry (Private),9,1,10,23.71039899,92.72001461
MIZORAM,2007,Bus (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2007,Bus (Private),2,2,4,23.71039899,92.72001461
MIZORAM,2007,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2007,Tempo/Vans (Private),0,0,0,23.71039899,92.72001461
MIZORAM,2007,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2007,Jeep (Private),10,3,13,23.71039899,92.72001461
MIZORAM,2007,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2007,Car (Private),2,0,2,23.71039899,92.72001461
MIZORAM,2007,Three Wheeler,0,0,0,23.71039899,92.72001461
MIZORAM,2007,Two Wheeler,5,0,5,23.71039899,92.72001461
MIZORAM,2007,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2007,Pedestrian,0,0,0,23.71039899,92.72001461
MIZORAM,2007,Others (Please Specify),0,1,1,23.71039899,92.72001461
MIZORAM,2008,Truck/Lorry (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2008,Truck/Lorry (Private),27,2,29,23.71039899,92.72001461
MIZORAM,2008,Bus (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2008,Bus (Private),4,0,4,23.71039899,92.72001461
MIZORAM,2008,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2008,Tempo/Vans (Private),1,1,2,23.71039899,92.72001461
MIZORAM,2008,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2008,Jeep (Private),4,0,4,23.71039899,92.72001461
MIZORAM,2008,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2008,Car (Private),3,1,4,23.71039899,92.72001461
MIZORAM,2008,Three Wheeler,1,0,1,23.71039899,92.72001461
MIZORAM,2008,Two Wheeler,7,1,8,23.71039899,92.72001461
MIZORAM,2008,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2008,Pedestrian,0,0,0,23.71039899,92.72001461
MIZORAM,2008,Others (Please Specify),23,3,26,23.71039899,92.72001461
MIZORAM,2009,Truck/Lorry (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2009,Truck/Lorry (Private),21,1,22,23.71039899,92.72001461
MIZORAM,2009,Bus (Government),1,0,1,23.71039899,92.72001461
MIZORAM,2009,Bus (Private),6,2,8,23.71039899,92.72001461
MIZORAM,2009,Tempo/Vans (Government),2,0,2,23.71039899,92.72001461
MIZORAM,2009,Tempo/Vans (Private),0,0,0,23.71039899,92.72001461
MIZORAM,2009,Jeep (Government),3,0,3,23.71039899,92.72001461
MIZORAM,2009,Jeep (Private),1,1,2,23.71039899,92.72001461
MIZORAM,2009,Car (Government),5,0,5,23.71039899,92.72001461
MIZORAM,2009,Car (Private),5,0,5,23.71039899,92.72001461
MIZORAM,2009,Three Wheeler,0,1,1,23.71039899,92.72001461
MIZORAM,2009,Two Wheeler,2,2,4,23.71039899,92.72001461
MIZORAM,2009,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2009,Pedestrian,0,0,0,23.71039899,92.72001461
MIZORAM,2009,Others (Please Specify),8,2,10,23.71039899,92.72001461
MIZORAM,2010,Truck/Lorry (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2010,Truck/Lorry (Private),18,4,22,23.71039899,92.72001461
MIZORAM,2010,Bus (Government),22,1,23,23.71039899,92.72001461
MIZORAM,2010,Bus (Private),0,0,0,23.71039899,92.72001461
MIZORAM,2010,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2010,Tempo/Vans (Private),0,2,2,23.71039899,92.72001461
MIZORAM,2010,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2010,Jeep (Private),4,1,5,23.71039899,92.72001461
MIZORAM,2010,Car (Government),1,3,4,23.71039899,92.72001461
MIZORAM,2010,Car (Private),0,0,0,23.71039899,92.72001461
MIZORAM,2010,Three Wheeler,0,0,0,23.71039899,92.72001461
MIZORAM,2010,Two Wheeler,10,4,14,23.71039899,92.72001461
MIZORAM,2010,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2010,Pedestrian,0,0,0,23.71039899,92.72001461
MIZORAM,2010,Others (Please Specify),9,3,12,23.71039899,92.72001461
MIZORAM,2011,Truck/Lorry (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2011,Truck/Lorry (Private),24,6,30,23.71039899,92.72001461
MIZORAM,2011,Bus (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2011,Bus (Private),12,9,21,23.71039899,92.72001461
MIZORAM,2011,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2011,Tempo/Vans (Private),0,0,0,23.71039899,92.72001461
MIZORAM,2011,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2011,Jeep (Private),2,0,2,23.71039899,92.72001461
MIZORAM,2011,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2011,Car (Private),5,3,8,23.71039899,92.72001461
MIZORAM,2011,Three Wheeler,0,0,0,23.71039899,92.72001461
MIZORAM,2011,Two Wheeler,10,2,12,23.71039899,92.72001461
MIZORAM,2011,Bicycle,1,1,2,23.71039899,92.72001461
MIZORAM,2011,Pedestrian,0,1,1,23.71039899,92.72001461
MIZORAM,2011,Others (Please Specify),5,0,5,23.71039899,92.72001461
MIZORAM,2012,Truck/Lorry (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2012,Truck/Lorry (Private),17,1,18,23.71039899,92.72001461
MIZORAM,2012,Bus (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2012,Bus (Private),4,0,4,23.71039899,92.72001461
MIZORAM,2012,Tempo/Vans (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2012,Tempo/Vans (Private),6,0,6,23.71039899,92.72001461
MIZORAM,2012,Jeep (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2012,Jeep (Private),9,0,9,23.71039899,92.72001461
MIZORAM,2012,Car (Government),0,0,0,23.71039899,92.72001461
MIZORAM,2012,Car (Private),4,6,10,23.71039899,92.72001461
MIZORAM,2012,Three Wheeler,2,0,2,23.71039899,92.72001461
MIZORAM,2012,Two Wheeler,17,7,24,23.71039899,92.72001461
MIZORAM,2012,Bicycle,0,0,0,23.71039899,92.72001461
MIZORAM,2012,Pedestrian,2,1,3,23.71039899,92.72001461
MIZORAM,2012,Others (Please Specify),1,0,1,23.71039899,92.72001461
NAGALAND,2001,Truck/Lorry (Government),10,0,10,25.6669979,94.11657019
NAGALAND,2001,Truck/Lorry (Private),22,2,24,25.6669979,94.11657019
NAGALAND,2001,Bus (Government),1,0,1,25.6669979,94.11657019
NAGALAND,2001,Bus (Private),13,1,14,25.6669979,94.11657019
NAGALAND,2001,Tempo/Vans (Government),1,0,1,25.6669979,94.11657019
NAGALAND,2001,Tempo/Vans (Private),2,1,3,25.6669979,94.11657019
NAGALAND,2001,Jeep (Government),1,0,1,25.6669979,94.11657019
NAGALAND,2001,Jeep (Private),0,0,0,25.6669979,94.11657019
NAGALAND,2001,Car (Government),1,0,1,25.6669979,94.11657019
NAGALAND,2001,Car (Private),5,1,6,25.6669979,94.11657019
NAGALAND,2001,Three Wheeler,0,0,0,25.6669979,94.11657019
NAGALAND,2001,Two Wheeler,3,0,3,25.6669979,94.11657019
NAGALAND,2001,Bicycle,0,0,0,25.6669979,94.11657019
NAGALAND,2001,Pedestrian,0,0,0,25.6669979,94.11657019
NAGALAND,2001,Others (Please Specify),1,0,1,25.6669979,94.11657019
NAGALAND,2002,Truck/Lorry (Government),2,0,2,25.6669979,94.11657019
NAGALAND,2002,Truck/Lorry (Private),11,1,12,25.6669979,94.11657019
NAGALAND,2002,Bus (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2002,Bus (Private),7,2,9,25.6669979,94.11657019
NAGALAND,2002,Tempo/Vans (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2002,Tempo/Vans (Private),5,0,5,25.6669979,94.11657019
NAGALAND,2002,Jeep (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2002,Jeep (Private),2,0,2,25.6669979,94.11657019
NAGALAND,2002,Car (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2002,Car (Private),6,0,6,25.6669979,94.11657019
NAGALAND,2002,Three Wheeler,0,0,0,25.6669979,94.11657019
NAGALAND,2002,Two Wheeler,0,0,0,25.6669979,94.11657019
NAGALAND,2002,Bicycle,1,0,1,25.6669979,94.11657019
NAGALAND,2002,Pedestrian,1,0,1,25.6669979,94.11657019
NAGALAND,2002,Others (Please Specify),0,0,0,25.6669979,94.11657019
NAGALAND,2003,Truck/Lorry (Government),2,0,2,25.6669979,94.11657019
NAGALAND,2003,Truck/Lorry (Private),27,1,28,25.6669979,94.11657019
NAGALAND,2003,Bus (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2003,Bus (Private),7,4,11,25.6669979,94.11657019
NAGALAND,2003,Tempo/Vans (Government),1,1,2,25.6669979,94.11657019
NAGALAND,2003,Tempo/Vans (Private),3,2,5,25.6669979,94.11657019
NAGALAND,2003,Jeep (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2003,Jeep (Private),3,1,4,25.6669979,94.11657019
NAGALAND,2003,Car (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2003,Car (Private),4,0,4,25.6669979,94.11657019
NAGALAND,2003,Three Wheeler,0,1,1,25.6669979,94.11657019
NAGALAND,2003,Two Wheeler,5,0,5,25.6669979,94.11657019
NAGALAND,2003,Bicycle,0,0,0,25.6669979,94.11657019
NAGALAND,2003,Pedestrian,3,0,3,25.6669979,94.11657019
NAGALAND,2003,Others (Please Specify),0,0,0,25.6669979,94.11657019
NAGALAND,2004,Truck/Lorry (Government),1,0,1,25.6669979,94.11657019
NAGALAND,2004,Truck/Lorry (Private),9,0,9,25.6669979,94.11657019
NAGALAND,2004,Bus (Government),16,1,17,25.6669979,94.11657019
NAGALAND,2004,Bus (Private),4,0,4,25.6669979,94.11657019
NAGALAND,2004,Tempo/Vans (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2004,Tempo/Vans (Private),8,3,11,25.6669979,94.11657019
NAGALAND,2004,Jeep (Government),1,0,1,25.6669979,94.11657019
NAGALAND,2004,Jeep (Private),3,0,3,25.6669979,94.11657019
NAGALAND,2004,Car (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2004,Car (Private),3,0,3,25.6669979,94.11657019
NAGALAND,2004,Three Wheeler,3,3,6,25.6669979,94.11657019
NAGALAND,2004,Two Wheeler,2,0,2,25.6669979,94.11657019
NAGALAND,2004,Bicycle,0,0,0,25.6669979,94.11657019
NAGALAND,2004,Pedestrian,2,1,3,25.6669979,94.11657019
NAGALAND,2004,Others (Please Specify),3,0,3,25.6669979,94.11657019
NAGALAND,2005,Truck/Lorry (Government),1,0,1,25.6669979,94.11657019
NAGALAND,2005,Truck/Lorry (Private),16,1,17,25.6669979,94.11657019
NAGALAND,2005,Bus (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2005,Bus (Private),5,0,5,25.6669979,94.11657019
NAGALAND,2005,Tempo/Vans (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2005,Tempo/Vans (Private),5,0,5,25.6669979,94.11657019
NAGALAND,2005,Jeep (Government),1,0,1,25.6669979,94.11657019
NAGALAND,2005,Jeep (Private),4,0,4,25.6669979,94.11657019
NAGALAND,2005,Car (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2005,Car (Private),1,1,2,25.6669979,94.11657019
NAGALAND,2005,Three Wheeler,1,1,2,25.6669979,94.11657019
NAGALAND,2005,Two Wheeler,3,0,3,25.6669979,94.11657019
NAGALAND,2005,Bicycle,0,0,0,25.6669979,94.11657019
NAGALAND,2005,Pedestrian,0,0,0,25.6669979,94.11657019
NAGALAND,2005,Others (Please Specify),2,0,2,25.6669979,94.11657019
NAGALAND,2006,Truck/Lorry (Government),7,0,7,25.6669979,94.11657019
NAGALAND,2006,Truck/Lorry (Private),10,1,11,25.6669979,94.11657019
NAGALAND,2006,Bus (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2006,Bus (Private),12,1,13,25.6669979,94.11657019
NAGALAND,2006,Tempo/Vans (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2006,Tempo/Vans (Private),3,0,3,25.6669979,94.11657019
NAGALAND,2006,Jeep (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2006,Jeep (Private),5,0,5,25.6669979,94.11657019
NAGALAND,2006,Car (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2006,Car (Private),2,3,5,25.6669979,94.11657019
NAGALAND,2006,Three Wheeler,3,0,3,25.6669979,94.11657019
NAGALAND,2006,Two Wheeler,7,0,7,25.6669979,94.11657019
NAGALAND,2006,Bicycle,1,0,1,25.6669979,94.11657019
NAGALAND,2006,Pedestrian,5,0,5,25.6669979,94.11657019
NAGALAND,2006,Others (Please Specify),2,0,2,25.6669979,94.11657019
NAGALAND,2007,Truck/Lorry (Government),1,0,1,25.6669979,94.11657019
NAGALAND,2007,Truck/Lorry (Private),7,2,9,25.6669979,94.11657019
NAGALAND,2007,Bus (Government),9,2,11,25.6669979,94.11657019
NAGALAND,2007,Bus (Private),22,5,27,25.6669979,94.11657019
NAGALAND,2007,Tempo/Vans (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2007,Tempo/Vans (Private),3,0,3,25.6669979,94.11657019
NAGALAND,2007,Jeep (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2007,Jeep (Private),4,0,4,25.6669979,94.11657019
NAGALAND,2007,Car (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2007,Car (Private),7,1,8,25.6669979,94.11657019
NAGALAND,2007,Three Wheeler,2,2,4,25.6669979,94.11657019
NAGALAND,2007,Two Wheeler,6,1,7,25.6669979,94.11657019
NAGALAND,2007,Bicycle,1,0,1,25.6669979,94.11657019
NAGALAND,2007,Pedestrian,10,2,12,25.6669979,94.11657019
NAGALAND,2007,Others (Please Specify),3,2,5,25.6669979,94.11657019
NAGALAND,2008,Truck/Lorry (Government),5,0,5,25.6669979,94.11657019
NAGALAND,2008,Truck/Lorry (Private),23,0,23,25.6669979,94.11657019
NAGALAND,2008,Bus (Government),16,4,20,25.6669979,94.11657019
NAGALAND,2008,Bus (Private),4,0,4,25.6669979,94.11657019
NAGALAND,2008,Tempo/Vans (Government),6,0,6,25.6669979,94.11657019
NAGALAND,2008,Tempo/Vans (Private),6,0,6,25.6669979,94.11657019
NAGALAND,2008,Jeep (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2008,Jeep (Private),4,0,4,25.6669979,94.11657019
NAGALAND,2008,Car (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2008,Car (Private),10,0,10,25.6669979,94.11657019
NAGALAND,2008,Three Wheeler,4,2,6,25.6669979,94.11657019
NAGALAND,2008,Two Wheeler,14,0,14,25.6669979,94.11657019
NAGALAND,2008,Bicycle,4,0,4,25.6669979,94.11657019
NAGALAND,2008,Pedestrian,8,4,12,25.6669979,94.11657019
NAGALAND,2008,Others (Please Specify),2,0,2,25.6669979,94.11657019
NAGALAND,2009,Truck/Lorry (Government),8,0,8,25.6669979,94.11657019
NAGALAND,2009,Truck/Lorry (Private),13,0,13,25.6669979,94.11657019
NAGALAND,2009,Bus (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2009,Bus (Private),9,1,10,25.6669979,94.11657019
NAGALAND,2009,Tempo/Vans (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2009,Tempo/Vans (Private),1,0,1,25.6669979,94.11657019
NAGALAND,2009,Jeep (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2009,Jeep (Private),1,0,1,25.6669979,94.11657019
NAGALAND,2009,Car (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2009,Car (Private),4,1,5,25.6669979,94.11657019
NAGALAND,2009,Three Wheeler,1,1,2,25.6669979,94.11657019
NAGALAND,2009,Two Wheeler,3,0,3,25.6669979,94.11657019
NAGALAND,2009,Bicycle,2,0,2,25.6669979,94.11657019
NAGALAND,2009,Pedestrian,2,1,3,25.6669979,94.11657019
NAGALAND,2009,Others (Please Specify),2,0,2,25.6669979,94.11657019
NAGALAND,2010,Truck/Lorry (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2010,Truck/Lorry (Private),11,2,13,25.6669979,94.11657019
NAGALAND,2010,Bus (Government),1,3,4,25.6669979,94.11657019
NAGALAND,2010,Bus (Private),2,2,4,25.6669979,94.11657019
NAGALAND,2010,Tempo/Vans (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2010,Tempo/Vans (Private),3,1,4,25.6669979,94.11657019
NAGALAND,2010,Jeep (Government),0,0,0,25.6669979,94.11657019
NAGALAND,2010,Jeep (Private),6,0,6,25.6669979,94.11657019
NAGALAND,2010,Car (Government),0,0,0,25.6669979,94.11657019
